excavation_no,id_text,accession_no,accounting_period,acquisition_history,alternative_years,archive,ark,atf_source,atf_up,author,author_remarks,cdli_collation,cdli_comments,citation,collection,collection_copyright,composite_id,condition_description,date_entered,date_of_origin,date_remarks,date_updated,dates_referenced,db_source,designation,electronic_publication,elevation,external_id,findspot_remarks,findspot_square,genre,google_earth_collection,google_earth_provenience,height,join_information,language,lineart_up,material,museum_no,object_preservation,object_remarks,object_type,period,period_remarks,photo_up,primary_publication,provenience,provenience_remarks,public,public_atf,public_images,publication_date,publication_history,published_collation,seal_id,seal_information,stratigraphic_level,subgenre,subgenre_remarks,surface_preservation,text_remarks,thickness,translation_source,width,writing_phase
"","P412197","","","","","","21198/zz0021rh8r","no atf","","Spar, Ira & Lambert, Wilfred G.","Prayer for a King","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 024","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.399","","","tablet","","","","CTMMA 2, 024","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412198","","","","","","21198/zz0021rh98","no atf","","Spar, Ira & Lambert, Wilfred G.","Utukku lemnuti, Tablet 3","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 025","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.379a, c-f + MMA 86.11.468","","","tablet","","","","CTMMA 2, 025","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412199","","","","","","21198/zz0021rhbs","no atf","","Spar, Ira & Lambert, Wilfred G.","Utukku lemnuti, Tablet 12","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 026","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.366 + MMA 86.11.542","","","tablet","","","","CTMMA 2, 026","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412200","","","","","","21198/zz0021rhc9","no atf","","Spar, Ira & Lambert, Wilfred G.","Utukku lemnuti, Tablet 12","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 027","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.367 + MMA 86. 11.486 (+) MMA 86.11.537","","","tablet","","","","CTMMA 2, 027","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412201","","","","","","21198/zz0021rhdt","no atf","","Spar, Ira & Lambert, Wilfred G.","Utukku lemnuti. Tablet 12","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 028","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.379b + MMA 86.11.534","","","tablet","","","","CTMMA 2, 028","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412202","","","","","","21198/zz0021rhfb","no atf","","Spar, Ira & Lambert, Wilfred G.","Utukku lemnuti. Tablet 16","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 029","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.382a-c","","","tablet","","","","CTMMA 2, 029","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412203","","","","","","21198/zz0021rhgv","no atf","","Spar, Ira & Lambert, Wilfred G.","Gula Incantation","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 030","","","","","","Prayer/Incantation","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.130","","","tablet","","","","CTMMA 2, 030","Sippar-Yahrurum (mod. Tell Abu Habbah)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412204","","","","","","21198/zz0021rhhc","no atf","","Spar, Ira & Lambert, Wilfred G.","Treatments for the Nose and Mouth","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 031","","","","","","Scientific","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.426 + MMA 86.11.474 + MMA 86.11.479","","","tablet","","","","CTMMA 2, 031","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412205","","","","","","21198/zz0021rhjw","no atf","","Spar, Ira & Lambert, Wilfred G.","List of Magical Stones","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 032","","","","","","Literary","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.064","","","tablet","","","","CTMMA 2, 032","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412206","","","","","","21198/zz0021d0hn","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment of a Neo-Assyrian Medical Text","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 033","","","","","","Scientific","","","","","Akkadian","150ppi 20160630","clay","MMA 56.81.52","","","tablet","","","","CTMMA 2, 033","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412207","","","","","","21198/zz0021d0j5","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment of a Liver Omen","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 034","","","","","","Scientific","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.378b","","","tablet","","","","CTMMA 2, 034","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412208","","","","","","21198/zz0021d0kp","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment of a Liver Omen","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 035","","","","","","Scientific","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.549","","","tablet","","","","CTMMA 2, 035","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412209","","","","","","21198/zz0021d0m6","no atf","","Spar, Ira & Lambert, Wilfred G.","Enuma Anu Enlil, Tablets 26, 27","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 036","","","","","","Astronomical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.353","","","tablet","","","","CTMMA 2, 036","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412210","","","","","","21198/zz0021d0nq","no atf","","Spar, Ira & Lambert, Wilfred G.","Enuma Allu Enlil, Excerpts","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 037","","","","","","Omen","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.303","","","tablet","","","","CTMMA 2, 037","","","yes","yes","yes","2005","Reiner & Pingree, BPO 4, 203 I ","","","","","EAE Jupiter I","","","","","no translation","",""
"","P412211","","","","","","21198/zz0021d0p7","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment Regarding the Visibility of Mercury","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 038","","","","","","Astronomical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.287d","","","tablet","","","","CTMMA 2, 038","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412212","","","","","","21198/zz0021d0qr","no atf","","Spar, Ira & Lambert, Wilfred G.","Summa alu, Tablet 17","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 039","","","","","","Omen","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.356","","","tablet","","","","CTMMA 2, 039","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412213","","","","","","21198/zz0021d0r8","no atf","","Spar, Ira & Lambert, Wilfred G.","Summa izbu, Tablet 5","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 040","","","","","","Omen","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.383a","","","tablet","","","","CTMMA 2, 040","B bili (mod. Babylon) ?","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412214","","","","","","21198/zz0021d0ss","no atf","","Spar, Ira & Lambert, Wilfred G.","Summa izbu, Tablet 5","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 041","","","","","","Omen","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.383b, f-h","","","tablet","","","","CTMMA 2, 041","B bili (mod. Babylon) ?","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412215","","","","","","21198/zz0021d0t9","no atf","","Spar, Ira & Lambert, Wilfred G.","Atra-hasis","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 042","","","","","","Literary","","","63","","Akkadian","150ppi 20160630","clay","MMA 86.11.378a","","","tablet","","","","CTMMA 2, 042","","","yes","yes","yes","2005","","","","","","","","","","25","no translation","57",""
"","P412216","","","","","","21198/zz0021d0vt","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment of Lugal-e, Tablet 7","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 043","","","","","","Literary","","","","","Sumerian","150ppi 20160630","clay","MMA 86.11.459","","","tablet","","","","CTMMA 2, 043","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412217","","","","","","21198/zz0021d0wb","no atf","","Spar, Ira & Lambert, Wilfred G.","Letter of Sin- arra-i kun to Nabopolassar","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 044","","","","","","Letter","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.370a+c + MMA 86.11.383c-e","","","tablet","","","","CTMMA 2, 044","B bili (mod. Babylon)","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412218","","","","","","21198/zz0021d0xv","no atf","","Spar, Ira & Lambert, Wilfred G.","Sa Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 045","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.375a(+)b (+) MMA 86.11.558","","","tablet","","","","CTMMA 2, 045","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412219","","","","","","21198/zz0021d0zc","no atf","","Spar, Ira & Lambert, Wilfred G.","Sa Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 046","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.528","","","tablet","","","","CTMMA 2, 046","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412220","","","","","","21198/zz0021d10c","no atf","","Spar, Ira & Lambert, Wilfred G.","Sa Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 047","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.533","","","tablet","","","","CTMMA 2, 047","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412221","","","","","","21198/zz0021d11w","no atf","","Spar, Ira & Lambert, Wilfred G.","Sa Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 048","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.530","","","tablet","","","","CTMMA 2, 048","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412222","","","","","","21198/zz0021d12d","no atf","","Spar, Ira & Lambert, Wilfred G.","Sa Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 049","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.470","","","tablet","","","","CTMMA 2, 049","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412223","","","","","","21198/zz0021d13x","no atf","","Spar, Ira & Lambert, Wilfred G.","Sb Fragmem","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 050","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.531","","","tablet","","","","CTMMA 2, 050","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412224","","","","","","21198/zz0021d14f","no atf","","Spar, Ira & Lambert, Wilfred G.","Sb Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 051","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.532","","","tablet","","","","CTMMA 2, 051","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412225","","","","","","21198/zz0021d15z","no atf","","Spar, Ira & Lambert, Wilfred G.","Sb Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 052","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.490","","","tablet","","","","CTMMA 2, 052","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412226","","","","","","21198/zz0021d16g","no atf","","Spar, Ira & Lambert, Wilfred G.","Sb Fragment","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 053","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.510","","","tablet","","","","CTMMA 2, 053","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412227","","","","","","21198/zz0021d170","no atf","","Spar, Ira & Lambert, Wilfred G.","Number-Syllabary","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 054","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.364","","","tablet","","","","CTMMA 2, 054","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412228","","","","","","21198/zz0021d18h","no atf","","Spar, Ira & Lambert, Wilfred G.","Bilingual Vocabulary of Domestic Animals. Urra = hubullu, Tablet 13","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 055","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.121","","","tablet","","","","CTMMA 2, 055","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412229","","","","","","21198/zz0021d191","no atf","","Spar, Ira & Lambert, Wilfred G.","A Vocabulary of Food and Drink Terms,  Urra = hubullu, Tablet 23","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 056","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.368","","","tablet","","","","CTMMA 2, 056","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412230","","","","","","21198/zz00223rqr","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment of a School Exercise Tablet,  Urra = hubullu, Tablet I","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 057","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.435","","","tablet","","","","CTMMA 2, 057","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
"","P412231","","","","","","21198/zz00223rr8","no atf","","Spar, Ira & Lambert, Wilfred G.","Fragment of a School Exercise Tablet,  Urra = hubullu, Tablets 14, 20, 21","","","","Metropolitan Museum of Art, New York, New York, USA","","","","6/15/2010","","","10/21/2018","","20100615 cdliadmin","CTMMA 2, 058","","","","","","Lexical","","","","","Akkadian","150ppi 20160630","clay","MMA 86.11.301","","","tablet","","","","CTMMA 2, 058","","","yes","yes","yes","2005","","","","","","","","","","","no translation","",""
